1,114.287687,30.558233
25,114.301472,30.578092
26,114.302353,30.579348
40,114.311985,30.59431
41,114.312823,30.595577
42,114.313748,30.596905
49,114.320567,30.605535
50,114.321032,30.606078
51,114.321525,30.606642
64,114.330063,30.614797
65,114.330697,30.615342
75,114.339902,30.62256
76,114.34058,30.623108
95,114.35887,30.636468
96,114.35964,30.637018
97,114.360418,30.637637
98,114.361177,30.638132
99,114.36198,30.63867
111,114.373397,30.645598
112,114.374125,30.646133
120,114.387012,30.652397
121,114.388738,30.653122
122,114.391323,30.654178
129,114.397587,30.65636
130,114.39929,30.656918
137,114.414418,30.661462
138,114.416237,30.662083
139,114.425482,30.665105
144,114.436328,30.669093
145,114.437305,30.66925
148,114.441312,30.671093
149,114.443637,30.672202
152,114.448012,30.67386
153,114.448925,30.674175
154,114.450605,30.674822
155,114.455557,30.676848
162,114.470655,30.68206
163,114.47318,30.683097
165,114.478907,30.68485
166,114.481417,30.685658
167,114.482298,30.685972
168,114.483152,30.68623
169,114.483965,30.686458
170,114.484825,30.686757
171,114.48816,30.687753
172,114.489005,30.68795
173,114.491677,30.688345
174,114.496943,30.688728
175,114.497825,30.688787
176,114.498688,30.688752
180,114.532755932273,30.66881808517188
181,114.5412729153412,30.66383460646485
182,114.544798,30.661772
185,114.5537457272727,30.64402345454545
186,114.55598,30.639448
187,114.556903,30.637378
