1,114.543027,30.662072
2,114.541507,30.665463
3,114.540562,30.668143
5,114.5395,30.67006
6,114.538997,30.671052
7,114.5383,30.671998
8,114.533132,30.676247
9,114.529605,30.679123
11,114.527392,30.680453
12,114.52616,30.681078
13,114.525532,30.681367
14,114.524902,30.681618
16,114.522167,30.682385
17,114.520838,30.682592
21,114.515315,30.683035
22,114.514528,30.683115
30,114.504957,30.6845
31,114.50383,30.684623
32,114.502405,30.684785
33,114.500763,30.684775
38,114.497635,30.684337
39,114.496237,30.68402
42,114.49298,30.682348
43,114.492598,30.682157
60,114.490792,30.681412
61,114.490818,30.681413
68,114.4908776214511,30.68161656466877
69,114.4908875583596,30.68165049211357
70,114.490888,30.681652
71,114.490892,30.681758
102,114.490905,30.681258
103,114.490873,30.68128
104,114.49085,30.68129
105,114.49085,30.68129
106,114.49089,30.681282
