1,114.556798,30.631032
4,114.55197,30.641858
5,114.55103,30.64406
7,114.545675,30.654393
8,114.54512,30.655973
9,114.544832,30.656643
11,114.53977,30.66631
12,114.538228,30.669772
13,114.53695,30.671642
14,114.535587,30.673372
15,114.534945,30.674123
16,114.532757,30.676137
17,114.530192,30.67789
18,114.525255,30.68069
19,114.524533,30.681082
20,114.52376,30.681505
22,114.517933,30.683853
23,114.517162,30.684113
29,114.509843,30.686127
30,114.507395,30.686745
31,114.50567,30.687033
32,114.504593,30.687253
33,114.503587,30.687478
42,114.49328,30.686573
43,114.492503,30.686457
54,114.480697,30.683407
55,114.479898,30.683193
56,114.47917,30.682998
59,114.476962,30.682235
60,114.4748,30.681337
62,114.471038,30.679633
63,114.46903,30.678592
64,114.46479,30.676493
67,114.461663,30.675612
68,114.460023,30.675223
69,114.452687,30.672873
70,114.449512,30.672283
71,114.448063,30.673005
74,114.446238,30.674813
75,114.445593,30.675357
76,114.442403,30.676202
77,114.441518,30.676067
84,114.434263,30.673547
85,114.431735,30.672772
88,114.42871,30.671067
89,114.42792,30.67069
108,114.408372,30.662138
109,114.407633,30.661755
110,114.406867,30.661347
111,114.405433,30.660702
121,114.39823,30.658467
122,114.396805,30.657983
126,114.393423,30.657308
127,114.392658,30.657145
128,114.391895,30.656947
133,114.387448,30.65539
134,114.38667,30.6551
135,114.385912,30.654812
136,114.384385,30.654223
137,114.383592,30.653938
138,114.381227,30.652962
156,114.366213,30.645363
157,114.365412,30.64495
162,114.360725,30.642012
163,114.360172,30.641627
164,114.35964,30.641223
175,114.353643,30.635873
176,114.353143,30.6354
183,114.350307,30.632003
184,114.349972,30.631667
185,114.349672,30.6314
198,114.343847,30.627305
199,114.343202,30.626827
210,114.333918,30.619593
211,114.333227,30.618972
212,114.332612,30.61842
213,114.331995,30.617865
219,114.327713,30.61392
220,114.327207,30.613502
221,114.325895,30.611523
222,114.323995,30.609627
223,114.320382,30.606173
224,114.319722,30.60559
228,114.314705,30.601445
229,114.313305,30.6003
230,114.312625,30.599708
235,114.309632,30.596702
236,114.30904,30.596018
237,114.307695,30.594557
238,114.307073,30.593898
239,114.306498,30.593303
240,114.305947,30.592707
249,114.300897,30.585873
250,114.300368,30.585122
254,114.297932,30.581287
255,114.296687,30.579155
256,114.296235,30.578512
267,114.28874,30.568545
268,114.288017,30.567595
269,114.2875,30.566887
275,114.28365,30.560388
276,114.283215,30.559595
281,114.281755,30.554827
282,114.281563,30.55408
283,114.280822,30.552523
288,114.274412,30.543373
289,114.273988,30.542728
290,114.272392,30.540288
291,114.271033,30.537717
295,114.2510680531804,30.51146933993743
296,114.2458050709072,30.50453811991658
297,114.240542088634,30.49760689989573
298,114.238817,30.495335
