1,114.274067,30.537613
4,114.278893,30.54412
5,114.279667,30.54528
7,114.28148,30.5486
8,114.282613,30.550867
9,114.283533,30.5525
19,114.290773,30.56199
20,114.291267,30.562653
28,114.29492,30.568293
29,114.295373,30.569007
30,114.295827,30.569727
38,114.302253,30.57804
39,114.302813,30.578753
40,114.30336,30.579457
41,114.303867,30.580183
48,114.30868,30.58748
49,114.30916,30.588207
60,114.313733,30.5963
61,114.314133,30.59703
62,114.314893,30.598437
74,114.320627,30.606183
75,114.3212,30.606957
76,114.32148,30.607307
77,114.322347,30.608357
84,114.325907,30.611617
85,114.326467,30.612097
109,114.340133,30.622673
110,114.341507,30.623833
111,114.341947,30.62422
127,114.356013,30.63451
128,114.358613,30.636327
129,114.359133,30.636707
130,114.359853,30.637257
138,114.36804,30.64246
139,114.3686,30.642743
141,114.369987,30.643837
142,114.37072,30.64442
143,114.37152,30.64489
151,114.3802,30.64959
152,114.381947,30.650873
154,114.38324,30.6514
155,114.385533,30.652357
156,114.386547,30.652857
157,114.38784,30.653473
177,114.414613,30.66166
178,114.416293,30.66216
181,114.42148,30.663497
182,114.423213,30.66395
183,114.424907,30.664473
200,114.44232,30.671803
201,114.443107,30.672137
202,114.44504,30.672677
203,114.446333,30.673007
207,114.44944,30.674463
208,114.449907,30.674647
220,114.45956,30.677857
221,114.460253,30.678157
222,114.462293,30.67916
223,114.463693,30.679823
224,114.465147,30.680387
225,114.465893,30.680677
242,114.485693,30.686723
243,114.48692,30.68716
248,114.494147,30.688773
249,114.49524,30.688843
250,114.495733,30.68888
251,114.497347,30.688983
252,114.498187,30.689033
253,114.498987,30.689097
254,114.499827,30.6891
255,114.503893,30.688847
257,114.505467,30.688527
258,114.50788,30.68807
259,114.51032,30.687773
262,114.514173,30.686607
263,114.515773,30.68615
264,114.51736,30.68565
268,114.525773,30.682137
269,114.528027,30.681143
272,114.531627,30.679047
273,114.53284,30.677973
274,114.536347,30.674613
275,114.537427,30.67333
276,114.539853,30.67
277,114.542147,30.666563
284,114.5466,30.656913
285,114.546973,30.656163
293,114.555493,30.641067
294,114.555933,30.640287
295,114.556293,30.6396
296,114.557027,30.638193
306,114.56652,30.615363
307,114.568107,30.61042
308,114.570387,30.603777
312,114.58944172,30.57544804
313,114.5942054,30.5683658
314,114.59896908,30.56128356
315,114.60016,30.559513
317,114.6211012145749,30.56085389068826
318,114.6315718218624,30.56152433603239
319,114.63608,30.561813
320,114.641253,30.566687
333,114.2874536104955,30.54945915973239
334,114.279667,30.54908
335,114.2808446951673,30.54279204460967
336,114.281427,30.539683
337,114.27828,30.5431
