1,114.567217,30.599167
5,114.567333,30.599183
6,114.567983,30.600683
7,114.5684,30.6007
8,114.568682,30.600633
9,114.569267,30.6001
10,114.56985,30.5992
11,114.572483,30.594583
15,114.575917,30.586717
16,114.5763,30.585667
17,114.577767,30.582967
22,114.584233,30.574433
23,114.585198,30.573167
24,114.58575,30.572483
25,114.587333,30.5706
28,114.590233,30.567517
29,114.59445,30.563932
33,114.59995,30.560267
34,114.600717,30.5598
35,114.601933,30.559117
36,114.603583,30.5583
37,114.607083,30.556817
38,114.608517,30.55635
39,114.609933,30.556
40,114.612817,30.555367
41,114.6275087510854,30.56091443849494
42,114.641017,30.566015
